,Institute,Academic Program Name,Quota,Seat Type,Gender,Closing Rank,Closing Rank 2024,Closing Rank 2023,Closing Rank 2022,Closing Rank 2021,Closing Rank 2020
5416,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3256,5169.0,2722.0,2153.0,3508.0,3163.0
5417,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),3217,5815.0,4256.0,5962.0,,
5418,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5759,6723.0,4919.0,5846.0,6174.0,7200.0
5419,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),16237,9665.0,7276.0,9033.0,12663.0,6492.0
5420,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2345,3055.0,2114.0,2368.0,2025.0,3391.0
5421,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4025,7369.0,4002.0,2668.0,3801.0,5725.0
5422,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1783,1462.0,882.0,1347.0,782.0,1517.0
5423,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4070,4352.0,1269.0,1861.0,3953.0,1859.0
5424,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,5785,5721.0,6770.0,6725.0,6164.0,5097.0
5425,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),10842,9496.0,11351.0,8948.0,9441.0,8231.0
5426,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,232,136.0,161.0,103.0,,
5427,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,748,816.0,958.0,893.0,823.0,810.0
5428,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),1679,1395.0,1746.0,1376.0,,
5429,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2131,1827.0,2306.0,2015.0,2323.0,1651.0
5430,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),3678,3226.0,3556.0,3876.0,3502.0,3303.0
5431,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1169,706.0,1264.0,868.0,1305.0,1102.0
5432,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),2273,1713.0,1725.0,1997.0,1738.0,1787.0
5433,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,465,356.0,450.0,275.0,437.0,473.0
5434,"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),564,928.0,704.0,528.0,726.0,518.0
5435,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,13784,16937.0,12579.0,16272.0,18069.0,23069.0
5436,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),21904,20728.0,17607.0,19205.0,23709.0,29688.0
5437,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,341,335.0,397.0,810.0,429.0,933.0
5438,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4015,5242.0,2953.0,2672.0,4904.0,7365.0
5439,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),6370,7388.0,5380.0,6237.0,,
5440,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6554,10265.0,6941.0,7458.0,9500.0,12457.0
5441,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),23559,11525.0,8637.0,11606.0,13347.0,16218.0
5442,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2708,5232.0,2904.0,4258.0,3333.0,5577.0
5443,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5112,8088.0,4005.0,4812.0,3995.0,8161.0
5444,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1924,1582.0,1428.0,1481.0,2146.0,2603.0
5445,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),5308,5517.0,3615.0,,,
5446,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,9555,10785.0,12955.0,12995.0,13438.0,11905.0
5447,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),15183,17092.0,16766.0,16886.0,19953.0,14266.0
5448,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1265,1710.0,1989.0,2387.0,2151.0,2441.0
5449,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3374,3127.0,3359.0,3082.0,,
5450,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3932,4328.0,4903.0,4585.0,4798.0,4603.0
5451,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),8335,5967.0,7916.0,8034.0,9512.0,9232.0
5452,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1921,2055.0,2777.0,2128.0,3244.0,2815.0
5453,"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,585,735.0,854.0,1053.0,1112.0,1572.0
5454,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,48809,53926.0,57648.0,55521.0,60958.0,64464.0
5455,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),78347,70560.0,64565.0,51637.0,65243.0,69657.0
5456,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,11435,12657.0,10405.0,10523.0,10974.0,17025.0
5457,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,22133,23683.0,22461.0,20797.0,30175.0,30903.0
5458,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),37197,35880.0,31334.0,39901.0,29669.0,43424.0
5459,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,9060,12506.0,12323.0,10709.0,10391.0,12684.0
5460,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),13304,12930.0,18332.0,15115.0,10742.0,11855.0
5461,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3182,5108.0,2654.0,3068.0,3707.0,5476.0
5462,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,40010,41605.0,45340.0,44270.0,40190.0,37496.0
5463,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),33994,29089.0,44927.0,58225.0,52371.0,37749.0
5464,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6257,6970.0,7509.0,6724.0,6603.0,7392.0
5465,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),8848,,,,,
5466,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,13777,13687.0,15047.0,13629.0,13860.0,13842.0
5467,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),19066,16573.0,18574.0,18418.0,18513.0,17176.0
5468,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6512,6525.0,7646.0,6198.0,8100.0,6370.0
5469,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9097,9774.0,9961.0,7469.0,8186.0,7198.0
5470,"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2685,2123.0,2222.0,2210.0,1769.0,2118.0
5471,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,31363,42172.0,44638.0,44044.0,56712.0,58904.0
5472,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),34233,64092.0,54006.0,49087.0,62447.0,68279.0
5473,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6739,9165.0,8974.0,10225.0,10477.0,16417.0
5474,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,14610,19627.0,22042.0,18208.0,28395.0,29879.0
5475,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),35483,21530.0,25303.0,18478.0,23398.0,34882.0
5476,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8004,10169.0,10590.0,8262.0,6456.0,12197.0
5477,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2984,3948.0,2413.0,2473.0,4818.0,5398.0
5478,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,24030,29601.0,32085.0,34116.0,32588.0,33047.0
5479,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),27788,34264.0,42389.0,39778.0,48858.0,41212.0
5480,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4662,4981.0,5816.0,5309.0,5703.0,6097.0
5481,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8579,10689.0,11835.0,11051.0,12130.0,10765.0
5482,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),14449,11685.0,17512.0,14926.0,16623.0,14773.0
5483,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5540,5760.0,6505.0,5026.0,6858.0,6337.0
5484,"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1930,2397.0,2024.0,1946.0,2167.0,2386.0
5485,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",HS,OPEN,Gender-Neutral,81559,74550.0,76482.0,78841.0,68538.0,64056.0
5486,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",HS,OPEN,Female-only (including Supernumerary),67184,73791.0,77332.0,80396.0,,
5487,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",HS,EWS,Gender-Neutral,13171,15993.0,13613.0,11544.0,13226.0,19774.0
5488,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",HS,OBC-NCL,Gender-Neutral,32515,34452.0,31244.0,33165.0,39716.0,36252.0
5489,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",HS,OBC-NCL,Female-only (including Supernumerary),41830,37056.0,46050.0,47353.0,,
5490,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,11398,17118.0,16339.0,17049.0,11482.0,13212.0
5491,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",HS,ST,Gender-Neutral,7826,7682.0,5330.0,4299.0,7522.0,5633.0
5492,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",OS,OPEN,Gender-Neutral,51669,45442.0,49862.0,53243.0,57878.0,47134.0
5493,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",OS,OPEN,Female-only (including Supernumerary),58328,59030.0,51901.0,65745.0,,
5494,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",OS,EWS,Gender-Neutral,7700,7534.0,8492.0,8162.0,8913.0,8035.0
5495,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",OS,OBC-NCL,Gender-Neutral,18602,15138.0,18256.0,17029.0,18129.0,16251.0
5496,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",OS,OBC-NCL,Female-only (including Supernumerary),22774,18597.0,19354.0,22242.0,,
5497,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",OS,SC,Gender-Neutral,4319,6210.0,9639.0,8633.0,10493.0,9440.0
5498,"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",OS,ST,Gender-Neutral,3532,2820.0,3402.0,2285.0,3850.0,3683.0
5499,"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",HS,OPEN,Gender-Neutral,52270,62446.0,46747.0,67927.0,53356.0,44571.0
5500,"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",HS,OPEN,Female-only (including Supernumerary),51226,58403.0,69270.0,59375.0,,
5501,"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",HS,EWS,Gender-Neutral,11794,13756.0,10865.0,10546.0,11055.0,16579.0
5502,"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",HS,OBC-NCL,Gender-Neutral,22879,29231.0,27534.0,30142.0,20750.0,29859.0
5503,"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,12057,14237.0,13903.0,15080.0,10776.0,12110.0
5504,"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",HS,ST,Gender-Neutral,5386,5925.0,4857.0,3545.0,5266.0,6992.0
5505,"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",OS,OPEN,Gender-Neutral,24786,28659.0,33880.0,30444.0,20703.0,19737.0
5506,"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",OS,OPEN,Female-only (including Supernumerary),37359,36666.0,29642.0,42197.0,,
5507,"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",OS,EWS,Gender-Neutral,3929,5486.0,5578.0,4891.0,4667.0,5629.0
5508,"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",OS,OBC-NCL,Gender-Neutral,11164,13475.0,13212.0,10736.0,12312.0,10787.0
5509,"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",OS,SC,Gender-Neutral,4016,6775.0,8438.0,5846.0,8413.0,5761.0
5510,"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",OS,ST,Gender-Neutral,1501,2717.0,2947.0,1796.0,1743.0,1033.0
5511,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,21488,25338.0,22267.0,20917.0,20915.0,23549.0
5512,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),31958,29689.0,34764.0,26989.0,38609.0,40789.0
5513,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,637,647.0,437.0,315.0,649.0,976.0
5514,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6668,8394.0,4837.0,4808.0,6644.0,7498.0
5515,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),7660,10313.0,8028.0,9590.0,,
5516,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,11266,12979.0,10411.0,9679.0,11176.0,11911.0
5517,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),31085,16389.0,19144.0,13386.0,16597.0,25256.0
5518,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,587,526.0,195.0,536.0,,389.0
5519,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),1639,,,,517.0,1050.0
5520,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4316,6616.0,4407.0,4720.0,3745.0,5068.0
5521,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),6241,9825.0,8840.0,8524.0,4032.0,7289.0
5522,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1977,2516.0,1543.0,1951.0,1443.0,1735.0
5523,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4542,5889.0,2537.0,2405.0,2973.0,1518.0
5524,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,15035,15037.0,17907.0,16717.0,16075.0,12902.0
5525,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),27489,25029.0,23658.0,24080.0,25658.0,26420.0
5526,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,712,636.0,1048.0,510.0,533.0,523.0
5527,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2367,2586.0,3134.0,2741.0,2555.0,2317.0
5528,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3847,4702.0,4575.0,4784.0,,
5529,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5577,5904.0,6141.0,5988.0,5381.0,4110.0
5530,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),11514,10173.0,11184.0,10223.0,12161.0,9598.0
5531,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,399,489.0,474.0,444.0,330.0,380.0
5532,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),779,1154.0,,,,440.0
5533,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2896,3371.0,3419.0,2738.0,3166.0,2110.0
5534,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4976,5221.0,6102.0,5121.0,5381.0,4655.0
5535,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,275,,,,,28.0
5536,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1015,1365.0,873.0,850.0,1100.0,795.0
5537,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2165,1830.0,1910.0,,1635.0,1477.0
5538,"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,54,34.0,75.0,,,40.0
5539,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,31600,41491.0,36888.0,32837.0,40791.0,37287.0
5540,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),50863,56122.0,45691.0,35030.0,42279.0,49740.0
5541,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,2456,1830.0,1611.0,1310.0,,1342.0
5542,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,8772,9871.0,8731.0,6901.0,8556.0,12904.0
5543,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,14648,17210.0,15407.0,15138.0,16894.0,21197.0
5544,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),38375,26622.0,26223.0,26180.0,16731.0,33370.0
5545,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,1182,1084.0,864.0,714.0,,756.0
5546,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6630,9908.0,7534.0,7495.0,7123.0,7826.0
5547,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),7635,10695.0,10220.0,7717.0,6663.0,9762.0
5548,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2675,4780.0,2081.0,2441.0,2836.0,3141.0
5549,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,30135,28678.0,33055.0,30012.0,28398.0,25719.0
5550,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),41195,43900.0,38175.0,43517.0,42975.0,35995.0
5551,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1439,2254.0,1688.0,2183.0,1169.0,1169.0
5552,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4875,5517.0,5584.0,4840.0,4715.0,4908.0
5553,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9868,9899.0,10342.0,10793.0,11048.0,9404.0
5554,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16135,15170.0,16451.0,15463.0,14522.0,11984.0
5555,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,641,1030.0,978.0,,691.0,
5556,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5761,6294.0,6902.0,4852.0,6235.0,6765.0
5557,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7267,6683.0,9285.0,5580.0,7438.0,5491.0
5558,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2128,2275.0,2080.0,1599.0,1712.0,2100.0
5559,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2196,2054.0,2668.0,2821.0,,
5560,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Gender-Neutral,39890,54330.0,50652.0,49183.0,51281.0,49393.0
5561,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,16003,21857.0,16017.0,16794.0,21381.0,22881.0
5562,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Female-only (including Supernumerary),43548,35598.0,28099.0,,,
5563,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,6920,9307.0,11984.0,10922.0,9804.0,9616.0
5564,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Gender-Neutral,35129,35955.0,38512.0,34003.0,30886.0,28985.0
5565,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Female-only (including Supernumerary),47131,48201.0,43727.0,44862.0,,
5566,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,13259,13680.0,12545.0,12571.0,11624.0,10477.0
5567,"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,6195,6647.0,7081.0,6352.0,6413.0,3424.0
